66 	 35
   0.250 	   0.024 	   0.035 	   0.049 	   0.066 	   0.085 	   0.105 	   0.126 	   0.147 	   0.171 	   0.195 	   0.254 	   0.289 	   0.323 	   0.355 	   0.389 	   0.416 	   0.431 	   0.445 	   0.458 	   0.468 	   0.477 	   0.490 	   0.492 	   0.487 	   0.470 	   0.443 	   0.406 	   0.361 	   0.308 	   0.248 	   0.180 	   0.104 	   0.019 	  -0.072 	  -0.170 	
   0.500 	   0.025 	   0.036 	   0.051 	   0.068 	   0.087 	   0.107 	   0.128 	   0.150 	   0.174 	   0.198 	   0.258 	   0.292 	   0.324 	   0.357 	   0.390 	   0.414 	   0.429 	   0.444 	   0.456 	   0.466 	   0.475 	   0.488 	   0.490 	   0.486 	   0.471 	   0.446 	   0.411 	   0.368 	   0.317 	   0.259 	   0.192 	   0.118 	   0.034 	  -0.059 	  -0.160 	
   0.750 	   0.026 	   0.037 	   0.052 	   0.070 	   0.089 	   0.109 	   0.130 	   0.153 	   0.176 	   0.201 	   0.261 	   0.295 	   0.326 	   0.359 	   0.391 	   0.412 	   0.427 	   0.442 	   0.454 	   0.465 	   0.473 	   0.485 	   0.488 	   0.485 	   0.471 	   0.448 	   0.416 	   0.374 	   0.325 	   0.268 	   0.203 	   0.129 	   0.046 	  -0.047 	  -0.149 	
   1.000 	   0.027 	   0.039 	   0.054 	   0.072 	   0.091 	   0.112 	   0.133 	   0.155 	   0.179 	   0.204 	   0.264 	   0.297 	   0.327 	   0.360 	   0.391 	   0.410 	   0.425 	   0.440 	   0.452 	   0.463 	   0.470 	   0.482 	   0.485 	   0.483 	   0.471 	   0.449 	   0.418 	   0.379 	   0.331 	   0.276 	   0.211 	   0.138 	   0.055 	  -0.038 	  -0.141 	
   1.250 	   0.028 	   0.040 	   0.056 	   0.074 	   0.093 	   0.114 	   0.135 	   0.158 	   0.182 	   0.207 	   0.266 	   0.298 	   0.328 	   0.361 	   0.391 	   0.408 	   0.424 	   0.438 	   0.450 	   0.460 	   0.467 	   0.479 	   0.482 	   0.480 	   0.469 	   0.449 	   0.420 	   0.382 	   0.336 	   0.281 	   0.217 	   0.144 	   0.062 	  -0.032 	  -0.136 	
   1.500 	   0.029 	   0.042 	   0.058 	   0.076 	   0.095 	   0.116 	   0.137 	   0.160 	   0.184 	   0.209 	   0.269 	   0.299 	   0.330 	   0.362 	   0.390 	   0.406 	   0.421 	   0.436 	   0.448 	   0.456 	   0.463 	   0.475 	   0.479 	   0.477 	   0.467 	   0.448 	   0.420 	   0.383 	   0.338 	   0.284 	   0.220 	   0.148 	   0.065 	  -0.030 	  -0.136 	
   1.750 	   0.030 	   0.043 	   0.059 	   0.078 	   0.097 	   0.118 	   0.139 	   0.163 	   0.187 	   0.212 	   0.271 	   0.300 	   0.331 	   0.363 	   0.388 	   0.404 	   0.419 	   0.433 	   0.445 	   0.452 	   0.459 	   0.471 	   0.475 	   0.474 	   0.464 	   0.445 	   0.418 	   0.382 	   0.338 	   0.284 	   0.221 	   0.148 	   0.064 	  -0.032 	  -0.140 	
   2.000 	   0.031 	   0.045 	   0.061 	   0.079 	   0.099 	   0.120 	   0.142 	   0.165 	   0.189 	   0.215 	   0.272 	   0.301 	   0.333 	   0.363 	   0.386 	   0.401 	   0.417 	   0.430 	   0.441 	   0.448 	   0.454 	   0.466 	   0.470 	   0.469 	   0.460 	   0.441 	   0.415 	   0.379 	   0.335 	   0.282 	   0.218 	   0.144 	   0.059 	  -0.039 	  -0.150 	
   2.250 	   0.032 	   0.046 	   0.063 	   0.081 	   0.101 	   0.122 	   0.144 	   0.167 	   0.192 	   0.217 	   0.273 	   0.302 	   0.333 	   0.363 	   0.383 	   0.399 	   0.414 	   0.427 	   0.436 	   0.444 	   0.450 	   0.461 	   0.465 	   0.464 	   0.455 	   0.437 	   0.410 	   0.375 	   0.331 	   0.277 	   0.213 	   0.137 	   0.050 	  -0.051 	  -0.165 	
   2.500 	   0.034 	   0.047 	   0.064 	   0.083 	   0.103 	   0.124 	   0.146 	   0.170 	   0.194 	   0.220 	   0.274 	   0.303 	   0.334 	   0.362 	   0.381 	   0.397 	   0.411 	   0.424 	   0.432 	   0.439 	   0.444 	   0.455 	   0.459 	   0.458 	   0.449 	   0.430 	   0.404 	   0.368 	   0.324 	   0.269 	   0.204 	   0.126 	   0.036 	  -0.068 	  -0.186 	
   2.750 	   0.035 	   0.049 	   0.066 	   0.085 	   0.105 	   0.126 	   0.148 	   0.172 	   0.196 	   0.222 	   0.275 	   0.304 	   0.334 	   0.361 	   0.379 	   0.394 	   0.408 	   0.419 	   0.427 	   0.434 	   0.439 	   0.449 	   0.452 	   0.452 	   0.442 	   0.423 	   0.396 	   0.360 	   0.314 	   0.258 	   0.190 	   0.110 	   0.016 	  -0.091 	  -0.214 	
   3.000 	   0.036 	   0.050 	   0.068 	   0.086 	   0.107 	   0.127 	   0.150 	   0.174 	   0.198 	   0.224 	   0.275 	   0.305 	   0.334 	   0.359 	   0.376 	   0.391 	   0.405 	   0.414 	   0.422 	   0.428 	   0.433 	   0.443 	   0.446 	   0.444 	   0.434 	   0.414 	   0.386 	   0.349 	   0.301 	   0.244 	   0.173 	   0.089 	  -0.008 	  -0.121 	  -0.249 	
   3.250 	   0.037 	   0.052 	   0.069 	   0.088 	   0.108 	   0.129 	   0.152 	   0.176 	   0.201 	   0.225 	   0.276 	   0.305 	   0.334 	   0.357 	   0.373 	   0.388 	   0.401 	   0.410 	   0.417 	   0.422 	   0.427 	   0.436 	   0.438 	   0.436 	   0.424 	   0.404 	   0.374 	   0.335 	   0.286 	   0.225 	   0.151 	   0.063 	  -0.040 	  -0.158 	  -0.292 	
   3.500 	   0.038 	   0.053 	   0.071 	   0.090 	   0.110 	   0.131 	   0.154 	   0.178 	   0.203 	   0.227 	   0.276 	   0.305 	   0.334 	   0.355 	   0.370 	   0.385 	   0.396 	   0.404 	   0.411 	   0.416 	   0.420 	   0.428 	   0.430 	   0.427 	   0.414 	   0.392 	   0.361 	   0.320 	   0.268 	   0.203 	   0.124 	   0.031 	  -0.077 	  -0.202 	  -0.343 	
   3.750 	   0.039 	   0.055 	   0.072 	   0.091 	   0.112 	   0.133 	   0.156 	   0.180 	   0.205 	   0.228 	   0.276 	   0.305 	   0.333 	   0.353 	   0.367 	   0.381 	   0.391 	   0.399 	   0.405 	   0.410 	   0.414 	   0.421 	   0.422 	   0.417 	   0.403 	   0.379 	   0.346 	   0.302 	   0.246 	   0.177 	   0.093 	  -0.006 	  -0.122 	  -0.253 	  -0.402 	
   4.000 	   0.040 	   0.056 	   0.074 	   0.093 	   0.113 	   0.135 	   0.158 	   0.182 	   0.206 	   0.229 	   0.277 	   0.305 	   0.332 	   0.350 	   0.364 	   0.377 	   0.386 	   0.393 	   0.399 	   0.403 	   0.407 	   0.412 	   0.413 	   0.407 	   0.390 	   0.365 	   0.329 	   0.281 	   0.221 	   0.147 	   0.057 	  -0.049 	  -0.172 	  -0.312 	  -0.470 	
   4.250 	   0.042 	   0.057 	   0.075 	   0.095 	   0.115 	   0.137 	   0.160 	   0.184 	   0.207 	   0.229 	   0.277 	   0.305 	   0.331 	   0.347 	   0.361 	   0.372 	   0.381 	   0.388 	   0.393 	   0.397 	   0.399 	   0.404 	   0.404 	   0.395 	   0.377 	   0.349 	   0.310 	   0.258 	   0.193 	   0.113 	   0.016 	  -0.098 	  -0.228 	  -0.377 	  -0.545 	
   4.500 	   0.043 	   0.059 	   0.077 	   0.096 	   0.117 	   0.139 	   0.162 	   0.185 	   0.209 	   0.230 	   0.278 	   0.304 	   0.329 	   0.344 	   0.357 	   0.368 	   0.376 	   0.382 	   0.386 	   0.389 	   0.392 	   0.395 	   0.394 	   0.383 	   0.362 	   0.331 	   0.289 	   0.233 	   0.162 	   0.074 	  -0.030 	  -0.151 	  -0.290 	  -0.449 	  -0.625 	
   4.750 	   0.044 	   0.060 	   0.078 	   0.098 	   0.118 	   0.140 	   0.163 	   0.187 	   0.210 	   0.230 	   0.278 	   0.304 	   0.326 	   0.341 	   0.353 	   0.363 	   0.370 	   0.375 	   0.379 	   0.382 	   0.384 	   0.386 	   0.384 	   0.371 	   0.347 	   0.312 	   0.266 	   0.204 	   0.127 	   0.032 	  -0.080 	  -0.210 	  -0.359 	  -0.528 	  -0.714 	
   5.000 	   0.045 	   0.061 	   0.080 	   0.099 	   0.120 	   0.142 	   0.165 	   0.188 	   0.210 	   0.230 	   0.278 	   0.304 	   0.324 	   0.337 	   0.349 	   0.358 	   0.364 	   0.369 	   0.372 	   0.375 	   0.376 	   0.376 	   0.373 	   0.357 	   0.331 	   0.292 	   0.241 	   0.173 	   0.089 	  -0.014 	  -0.134 	  -0.273 	  -0.433 	  -0.611 	  -0.809 	
   5.500 	   0.047 	   0.064 	   0.082 	   0.102 	   0.123 	   0.145 	   0.168 	   0.190 	   0.211 	   0.230 	   0.277 	   0.301 	   0.318 	   0.329 	   0.339 	   0.347 	   0.352 	   0.355 	   0.357 	   0.359 	   0.359 	   0.356 	   0.350 	   0.329 	   0.295 	   0.248 	   0.185 	   0.103 	   0.003 	  -0.115 	  -0.254 	  -0.413 	  -0.593 	  -0.796 	  -1.023 	
   6.000 	   0.050 	   0.067 	   0.085 	   0.105 	   0.126 	   0.148 	   0.170 	   0.192 	   0.211 	   0.230 	   0.275 	   0.297 	   0.311 	   0.321 	   0.329 	   0.335 	   0.339 	   0.341 	   0.342 	   0.342 	   0.341 	   0.334 	   0.326 	   0.298 	   0.256 	   0.198 	   0.121 	   0.024 	  -0.092 	  -0.228 	  -0.387 	  -0.568 	  -0.773 	  -1.006 	  -1.268 	
   6.500 	   0.052 	   0.069 	   0.088 	   0.107 	   0.129 	   0.151 	   0.172 	   0.193 	   0.211 	   0.230 	   0.273 	   0.292 	   0.303 	   0.312 	   0.319 	   0.323 	   0.325 	   0.326 	   0.326 	   0.325 	   0.323 	   0.312 	   0.299 	   0.264 	   0.213 	   0.141 	   0.049 	  -0.062 	  -0.194 	  -0.350 	  -0.531 	  -0.739 	  -0.976 	  -1.244 	  -1.541 	
   7.000 	   0.054 	   0.071 	   0.090 	   0.110 	   0.131 	   0.153 	   0.174 	   0.193 	   0.210 	   0.230 	   0.271 	   0.285 	   0.294 	   0.302 	   0.307 	   0.310 	   0.311 	   0.310 	   0.309 	   0.307 	   0.303 	   0.287 	   0.272 	   0.228 	   0.165 	   0.079 	  -0.026 	  -0.153 	  -0.304 	  -0.484 	  -0.691 	  -0.930 	  -1.201 	  -1.504 	  -1.843 	
   7.500 	   0.056 	   0.074 	   0.092 	   0.113 	   0.134 	   0.155 	   0.175 	   0.192 	   0.210 	   0.229 	   0.267 	   0.278 	   0.286 	   0.292 	   0.295 	   0.297 	   0.296 	   0.294 	   0.291 	   0.288 	   0.283 	   0.262 	   0.242 	   0.189 	   0.112 	   0.014 	  -0.105 	  -0.249 	  -0.424 	  -0.629 	  -0.868 	  -1.140 	  -1.444 	  -1.785 	  -2.168 	
   8.000 	   0.058 	   0.076 	   0.095 	   0.115 	   0.136 	   0.156 	   0.175 	   0.192 	   0.209 	   0.228 	   0.261 	   0.270 	   0.276 	   0.281 	   0.283 	   0.283 	   0.281 	   0.277 	   0.273 	   0.268 	   0.261 	   0.235 	   0.211 	   0.146 	   0.057 	  -0.053 	  -0.188 	  -0.355 	  -0.556 	  -0.790 	  -1.059 	  -1.360 	  -1.700 	  -2.083 	  -2.508 	
   8.500 	   0.060 	   0.078 	   0.097 	   0.117 	   0.138 	   0.157 	   0.175 	   0.191 	   0.209 	   0.226 	   0.254 	   0.261 	   0.267 	   0.270 	   0.270 	   0.268 	   0.265 	   0.260 	   0.254 	   0.247 	   0.239 	   0.207 	   0.179 	   0.101 	   0.001 	  -0.122 	  -0.279 	  -0.472 	  -0.698 	  -0.959 	  -1.255 	  -1.589 	  -1.968 	  -2.391 	  -2.861 	
   9.000 	   0.062 	   0.080 	   0.099 	   0.119 	   0.139 	   0.158 	   0.174 	   0.190 	   0.208 	   0.223 	   0.247 	   0.253 	   0.257 	   0.258 	   0.256 	   0.253 	   0.248 	   0.242 	   0.235 	   0.226 	   0.216 	   0.178 	   0.143 	   0.054 	  -0.056 	  -0.199 	  -0.379 	  -0.595 	  -0.845 	  -1.132 	  -1.457 	  -1.827 	  -2.244 	  -2.711 	  -3.236 	
   9.500 	   0.064 	   0.082 	   0.101 	   0.121 	   0.140 	   0.158 	   0.173 	   0.190 	   0.206 	   0.220 	   0.239 	   0.244 	   0.246 	   0.245 	   0.242 	   0.238 	   0.231 	   0.224 	   0.215 	   0.204 	   0.192 	   0.146 	   0.105 	   0.008 	  -0.118 	  -0.282 	  -0.484 	  -0.720 	  -0.995 	  -1.308 	  -1.666 	  -2.074 	  -2.536 	  -3.060 	  -3.647 	
  10.000 	   0.066 	   0.084 	   0.103 	   0.123 	   0.141 	   0.157 	   0.172 	   0.189 	   0.203 	   0.217 	   0.231 	   0.234 	   0.235 	   0.233 	   0.228 	   0.222 	   0.214 	   0.205 	   0.194 	   0.182 	   0.168 	   0.113 	   0.068 	  -0.040 	  -0.186 	  -0.370 	  -0.591 	  -0.848 	  -1.147 	  -1.490 	  -1.885 	  -2.340 	  -2.856 	  -3.434 	  -4.078 	
  11.000 	   0.070 	   0.088 	   0.107 	   0.125 	   0.142 	   0.156 	   0.171 	   0.186 	   0.197 	   0.207 	   0.214 	   0.214 	   0.211 	   0.206 	   0.198 	   0.189 	   0.178 	   0.165 	   0.150 	   0.133 	   0.113 	   0.046 	  -0.008 	  -0.149 	  -0.329 	  -0.548 	  -0.807 	  -1.113 	  -1.472 	  -1.892 	  -2.371 	  -2.916 	  -3.531 	  -4.219 	  -4.988 	
  12.000 	   0.073 	   0.091 	   0.109 	   0.126 	   0.140 	   0.154 	   0.168 	   0.179 	   0.190 	   0.194 	   0.196 	   0.193 	   0.186 	   0.178 	   0.167 	   0.154 	   0.139 	   0.121 	   0.101 	   0.080 	   0.058 	  -0.026 	  -0.096 	  -0.265 	  -0.475 	  -0.731 	  -1.038 	  -1.405 	  -1.833 	  -2.327 	  -2.896 	  -3.543 	  -4.274 	  -5.097 	  -6.010 	
  13.000 	   0.076 	   0.094 	   0.111 	   0.126 	   0.139 	   0.152 	   0.164 	   0.172 	   0.179 	   0.180 	   0.177 	   0.170 	   0.160 	   0.148 	   0.134 	   0.117 	   0.097 	   0.076 	   0.053 	   0.028 	  -0.001 	  -0.106 	  -0.187 	  -0.382 	  -0.628 	  -0.928 	  -1.289 	  -1.722 	  -2.224 	  -2.808 	  -3.478 	  -4.231 	  -5.076 	  -6.020 	  -7.069 	
  14.000 	   0.079 	   0.096 	   0.111 	   0.124 	   0.136 	   0.149 	   0.157 	   0.164 	   0.166 	   0.165 	   0.156 	   0.146 	   0.133 	   0.117 	   0.098 	   0.078 	   0.056 	   0.030 	   0.001 	  -0.031 	  -0.067 	  -0.185 	  -0.279 	  -0.506 	  -0.790 	  -1.141 	  -1.568 	  -2.068 	  -2.653 	  -3.320 	  -4.082 	  -4.945 	  -5.905 	  -6.967 	  -8.133 	
  15.000 	   0.081 	   0.097 	   0.111 	   0.123 	   0.134 	   0.143 	   0.150 	   0.153 	   0.152 	   0.149 	   0.134 	   0.120 	   0.103 	   0.084 	   0.063 	   0.039 	   0.010 	  -0.021 	  -0.055 	  -0.091 	  -0.130 	  -0.267 	  -0.374 	  -0.635 	  -0.968 	  -1.379 	  -1.865 	  -2.432 	  -3.091 	  -3.829 	  -4.660 	  -5.596 	  -6.642 	  -7.790 	  -9.058 	
  16.000 	   0.083 	   0.098 	   0.110 	   0.120 	   0.130 	   0.137 	   0.142 	   0.141 	   0.138 	   0.132 	   0.111 	   0.093 	   0.074 	   0.051 	   0.025 	  -0.005 	  -0.037 	  -0.072 	  -0.110 	  -0.151 	  -0.196 	  -0.351 	  -0.474 	  -0.779 	  -1.164 	  -1.625 	  -2.164 	  -2.772 	  -3.473 	  -4.271 	  -5.162 	  -6.163 	  -7.282 	  -8.545 	  -9.973 	
  17.000 	   0.084 	   0.097 	   0.108 	   0.118 	   0.125 	   0.130 	   0.131 	   0.128 	   0.123 	   0.114 	   0.086 	   0.066 	   0.043 	   0.015 	  -0.015 	  -0.048 	  -0.084 	  -0.123 	  -0.167 	  -0.213 	  -0.263 	  -0.440 	  -0.586 	  -0.934 	  -1.362 	  -1.847 	  -2.414 	  -3.066 	  -3.813 	  -4.666 	  -5.669 	  -6.821 	  -8.117 	  -9.565 	 -11.154 	
  18.000 	   0.085 	   0.096 	   0.106 	   0.114 	   0.119 	   0.122 	   0.120 	   0.114 	   0.106 	   0.095 	   0.062 	   0.038 	   0.010 	  -0.021 	  -0.054 	  -0.091 	  -0.132 	  -0.176 	  -0.224 	  -0.276 	  -0.334 	  -0.541 	  -0.705 	  -1.090 	  -1.526 	  -2.042 	  -2.644 	  -3.354 	  -4.210 	  -5.204 	  -6.330 	  -7.592 	  -9.012 	 -10.605 	 -12.375 	
