61 	 19
   5.500 	   0.136 	   0.234 	   0.333 	   0.419 	   0.453 	   0.462 	   0.459 	   0.444 	   0.418 	   0.382 	   0.336 	   0.279 	   0.213 	   0.140 	   0.058 	  -0.031 	  -0.127 	  -0.231 	  -0.342 	
   6.000 	   0.136 	   0.232 	   0.329 	   0.405 	   0.430 	   0.433 	   0.422 	   0.399 	   0.364 	   0.317 	   0.259 	   0.190 	   0.113 	   0.027 	  -0.067 	  -0.171 	  -0.283 	  -0.405 	  -0.536 	
   6.500 	   0.137 	   0.230 	   0.325 	   0.390 	   0.408 	   0.404 	   0.385 	   0.353 	   0.309 	   0.251 	   0.180 	   0.101 	   0.012 	  -0.086 	  -0.196 	  -0.317 	  -0.447 	  -0.588 	  -0.735 	
   7.000 	   0.137 	   0.228 	   0.320 	   0.375 	   0.385 	   0.374 	   0.348 	   0.307 	   0.252 	   0.182 	   0.102 	   0.012 	  -0.089 	  -0.204 	  -0.330 	  -0.469 	  -0.618 	  -0.775 	  -0.944 	
   7.500 	   0.137 	   0.226 	   0.314 	   0.360 	   0.363 	   0.344 	   0.310 	   0.260 	   0.194 	   0.114 	   0.025 	  -0.077 	  -0.195 	  -0.326 	  -0.471 	  -0.628 	  -0.792 	  -0.969 	  -1.159 	
   8.000 	   0.137 	   0.224 	   0.308 	   0.344 	   0.340 	   0.315 	   0.272 	   0.212 	   0.135 	   0.048 	  -0.053 	  -0.172 	  -0.306 	  -0.455 	  -0.616 	  -0.786 	  -0.968 	  -1.165 	  -1.373 	
   8.500 	   0.137 	   0.222 	   0.301 	   0.328 	   0.317 	   0.284 	   0.233 	   0.163 	   0.078 	  -0.019 	  -0.136 	  -0.270 	  -0.420 	  -0.584 	  -0.758 	  -0.944 	  -1.145 	  -1.360 	  -1.585 	
   9.000 	   0.137 	   0.219 	   0.294 	   0.312 	   0.294 	   0.254 	   0.193 	   0.114 	   0.022 	  -0.090 	  -0.222 	  -0.371 	  -0.535 	  -0.711 	  -0.899 	  -1.102 	  -1.320 	  -1.551 	  -1.797 	
   9.500 	   0.137 	   0.216 	   0.285 	   0.296 	   0.270 	   0.223 	   0.153 	   0.067 	  -0.036 	  -0.164 	  -0.310 	  -0.471 	  -0.647 	  -0.836 	  -1.040 	  -1.260 	  -1.495 	  -1.745 	  -2.012 	
  10.000 	   0.137 	   0.213 	   0.276 	   0.279 	   0.247 	   0.192 	   0.114 	   0.020 	  -0.099 	  -0.239 	  -0.396 	  -0.569 	  -0.757 	  -0.960 	  -1.181 	  -1.417 	  -1.671 	  -1.941 	  -2.228 	
  10.500 	   0.137 	   0.210 	   0.266 	   0.262 	   0.224 	   0.160 	   0.076 	  -0.030 	  -0.163 	  -0.313 	  -0.480 	  -0.666 	  -0.867 	  -1.086 	  -1.323 	  -1.576 	  -1.847 	  -2.136 	  -2.442 	
  11.000 	   0.136 	   0.207 	   0.256 	   0.245 	   0.200 	   0.128 	   0.037 	  -0.083 	  -0.225 	  -0.385 	  -0.565 	  -0.762 	  -0.978 	  -1.213 	  -1.463 	  -1.733 	  -2.022 	  -2.329 	  -2.655 	
  11.500 	   0.136 	   0.204 	   0.246 	   0.228 	   0.176 	   0.097 	  -0.004 	  -0.136 	  -0.286 	  -0.457 	  -0.649 	  -0.859 	  -1.089 	  -1.336 	  -1.604 	  -1.890 	  -2.196 	  -2.523 	  -2.869 	
  12.000 	   0.135 	   0.201 	   0.235 	   0.211 	   0.152 	   0.067 	  -0.047 	  -0.186 	  -0.346 	  -0.529 	  -0.732 	  -0.956 	  -1.199 	  -1.460 	  -1.743 	  -2.047 	  -2.373 	  -2.719 	  -3.085 	
  12.500 	   0.135 	   0.198 	   0.225 	   0.194 	   0.127 	   0.036 	  -0.090 	  -0.236 	  -0.407 	  -0.602 	  -0.816 	  -1.052 	  -1.308 	  -1.585 	  -1.885 	  -2.207 	  -2.550 	  -2.912 	  -3.299 	
  13.000 	   0.134 	   0.194 	   0.214 	   0.177 	   0.104 	   0.002 	  -0.130 	  -0.286 	  -0.467 	  -0.672 	  -0.898 	  -1.148 	  -1.417 	  -1.712 	  -2.029 	  -2.365 	  -2.725 	  -3.111 	  -3.520 	
  13.500 	   0.134 	   0.191 	   0.203 	   0.160 	   0.081 	  -0.032 	  -0.171 	  -0.336 	  -0.528 	  -0.742 	  -0.982 	  -1.245 	  -1.530 	  -1.840 	  -2.169 	  -2.524 	  -2.905 	  -3.311 	  -3.740 	
  14.000 	   0.133 	   0.188 	   0.193 	   0.142 	   0.057 	  -0.064 	  -0.211 	  -0.386 	  -0.588 	  -0.814 	  -1.068 	  -1.343 	  -1.644 	  -1.964 	  -2.311 	  -2.686 	  -3.083 	  -3.502 	  -3.944 	
  14.500 	   0.132 	   0.183 	   0.182 	   0.124 	   0.031 	  -0.096 	  -0.252 	  -0.436 	  -0.647 	  -0.888 	  -1.154 	  -1.442 	  -1.752 	  -2.089 	  -2.452 	  -2.836 	  -3.244 	  -3.678 	  -4.136 	
  15.000 	   0.131 	   0.178 	   0.170 	   0.107 	   0.006 	  -0.128 	  -0.292 	  -0.485 	  -0.708 	  -0.962 	  -1.239 	  -1.536 	  -1.861 	  -2.208 	  -2.578 	  -2.975 	  -3.398 	  -3.845 	  -4.317 	
  15.500 	   0.130 	   0.173 	   0.159 	   0.090 	  -0.019 	  -0.160 	  -0.332 	  -0.536 	  -0.772 	  -1.036 	  -1.321 	  -1.630 	  -1.960 	  -2.316 	  -2.699 	  -3.108 	  -3.542 	  -4.002 	  -4.490 	
  16.000 	   0.129 	   0.168 	   0.148 	   0.073 	  -0.043 	  -0.191 	  -0.371 	  -0.588 	  -0.835 	  -1.108 	  -1.400 	  -1.712 	  -2.053 	  -2.420 	  -2.813 	  -3.233 	  -3.682 	  -4.156 	  -4.656 	
  16.500 	   0.128 	   0.163 	   0.136 	   0.054 	  -0.067 	  -0.223 	  -0.413 	  -0.640 	  -0.896 	  -1.176 	  -1.469 	  -1.792 	  -2.141 	  -2.518 	  -2.924 	  -3.357 	  -3.816 	  -4.302 	  -4.817 	
  17.000 	   0.127 	   0.158 	   0.124 	   0.036 	  -0.091 	  -0.254 	  -0.456 	  -0.691 	  -0.957 	  -1.233 	  -1.536 	  -1.867 	  -2.227 	  -2.616 	  -3.031 	  -3.475 	  -3.948 	  -4.451 	  -4.975 	
  17.500 	   0.126 	   0.153 	   0.112 	   0.018 	  -0.116 	  -0.285 	  -0.498 	  -0.743 	  -1.009 	  -1.289 	  -1.601 	  -1.942 	  -2.312 	  -2.710 	  -3.138 	  -3.595 	  -4.077 	  -4.587 	  -5.126 	
  18.000 	   0.124 	   0.148 	   0.101 	   0.000 	  -0.139 	  -0.319 	  -0.540 	  -0.791 	  -1.055 	  -1.345 	  -1.665 	  -2.015 	  -2.394 	  -2.805 	  -3.243 	  -3.707 	  -4.200 	  -4.719 	  -5.267 	
